-3.999790000000000290e-02,1.878379999999999877e-09,2.113140000000000005e-09
-3.495380000000000015e-02,1.827780000000000030e-02,1.734990000000000143e-02
-2.987990000000000090e-02,3.601130000000000303e-02,3.097480000000000025e-02
-2.493770000000000014e-02,5.104580000000000228e-02,4.243990000000000262e-02
-1.996919999999999945e-02,6.306570000000000231e-02,5.196939999999999893e-02
-1.493290000000000069e-02,7.121370000000000478e-02,5.939130000000000104e-02
-9.951559999999999920e-03,7.713889999999999636e-02,6.549119999999999941e-02
-4.996519999999999954e-03,9.373019999999999963e-02,7.964140000000000108e-02
1.040040000000000024e-04,1.210259999999999947e-01,1.050729999999999997e-01
5.038280000000000015e-03,1.454550000000000010e-01,1.310449999999999948e-01
1.003019999999999953e-02,1.642339999999999911e-01,1.539909999999999890e-01
1.502700000000000043e-02,1.789600000000000080e-01,1.727090000000000014e-01
2.001580000000000026e-02,1.938030000000000030e-01,1.883970000000000089e-01
2.501950000000000007e-02,2.130519999999999914e-01,2.053399999999999948e-01
2.724640000000000048e-02,2.248380000000000101e-01,2.149189999999999989e-01
3.001360000000000139e-02,2.313020000000000076e-01,2.213900000000000035e-01
3.501859999999999695e-02,2.401290000000000091e-01,2.321010000000000018e-01
4.001720000000000277e-02,2.407299999999999995e-01,2.347069999999999990e-01
4.502500000000000252e-02,2.440620000000000012e-01,2.383709999999999996e-01
5.000299999999999884e-02,2.487890000000000101e-01,2.429890000000000105e-01
5.500209999999999821e-02,2.502010000000000067e-01,2.452969999999999873e-01
6.001809999999999784e-02,2.518059999999999743e-01,2.466240000000000099e-01
6.501759999999999484e-02,2.564159999999999773e-01,2.509649999999999936e-01
7.001090000000000091e-02,2.566680000000000073e-01,2.514020000000000143e-01
7.501770000000000660e-02,2.567240000000000077e-01,2.513230000000000186e-01
8.002320000000000266e-02,2.578489999999999949e-01,2.521590000000000220e-01
8.501749999999999585e-02,2.593409999999999882e-01,2.535220000000000251e-01
9.001149999999999429e-02,2.594890000000000252e-01,2.538050000000000028e-01
9.500859999999999861e-02,2.594679999999999764e-01,2.539080000000000226e-01
1.000130000000000047e-01,2.602419999999999733e-01,2.545749999999999957e-01
1.050200000000000022e-01,2.606249999999999956e-01,2.550970000000000182e-01
1.100079999999999947e-01,2.609500000000000153e-01,2.555649999999999866e-01
