t,D1,D2,scale,sc_length,rapt
2.30010000000E-01,2.53136000000E-01,2.48781000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.35003000000E-01,2.45238000000E-01,2.41350000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.40014000000E-01,2.38102000000E-01,2.34564000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.45014000000E-01,2.30788000000E-01,2.27539000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.50016000000E-01,2.23781000000E-01,2.20738000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.55005000000E-01,2.17305000000E-01,2.14395000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.60017000000E-01,2.11359000000E-01,2.08523000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.65014000000E-01,2.06029000000E-01,2.03209000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.70009000000E-01,2.01306000000E-01,1.98444000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.75006000000E-01,1.96955000000E-01,1.94040000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.80010000000E-01,1.92887000000E-01,1.89922000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.85016000000E-01,1.89123000000E-01,1.86112000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.90016000000E-01,1.85645000000E-01,1.82590000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
2.95016000000E-01,1.82415000000E-01,1.79325000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
3.00012000000E-01,1.79405000000E-01,1.76285000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
3.05015000000E-01,1.76579000000E-01,1.73429000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
3.10006000000E-01,1.73941000000E-01,1.70768000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
3.15016000000E-01,1.71450000000E-01,1.68262000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
3.20009000000E-01,1.69114000000E-01,1.65905000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
3.25002000000E-01,1.66902000000E-01,1.63651000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
3.30009000000E-01,1.64782000000E-01,1.61482000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
3.35014000000E-01,1.62761000000E-01,1.59410000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
3.40015000000E-01,1.60844000000E-01,1.57452000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
3.45011000000E-01,1.59023000000E-01,1.55599000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
3.50003000000E-01,1.57295000000E-01,1.53847000000E-01,1.05000000000E+00,1.00000000000E+00,1.00000000000E+00
-3.99979000000E-02,1.87462000000E-09,2.10897000000E-09,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
-3.49031000000E-02,1.76462000000E-02,1.58998000000E-02,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
-2.99900000000E-02,3.23113000000E-02,2.79841000000E-02,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
-2.49805000000E-02,4.63873000000E-02,3.89331000000E-02,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
-1.99147000000E-02,5.81401000000E-02,4.81842000000E-02,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
-1.49985000000E-02,6.65131000000E-02,5.52788000000E-02,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
-9.92773000000E-03,7.29205000000E-02,6.13128000000E-02,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
-4.87376000000E-03,8.95733000000E-02,7.52346000000E-02,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.49106000000E-05,1.16131000000E-01,9.93154000000E-02,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
5.04181000000E-03,1.42586000000E-01,1.25150000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.00030000000E-02,1.62595000000E-01,1.46755000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.24440000000E-02,1.72459000000E-01,1.57797000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.50327000000E-02,1.76888000000E-01,1.63215000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.00278000000E-02,1.89612000000E-01,1.77705000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.50147000000E-02,1.98143000000E-01,1.86624000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.00113000000E-02,2.21391000000E-01,2.06755000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.50094000000E-02,2.31933000000E-01,2.17582000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
4.00091000000E-02,2.33130000000E-01,2.20981000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
4.50070000000E-02,2.36831000000E-01,2.24714000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
5.00181000000E-02,2.45072000000E-01,2.30797000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
5.50155000000E-02,2.44458000000E-01,2.32149000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
6.00021000000E-02,2.44003000000E-01,2.32669000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
6.50094000000E-02,2.48347000000E-01,2.36268000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
7.00222000000E-02,2.47082000000E-01,2.36273000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
7.50100000000E-02,2.46321000000E-01,2.36103000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
8.00210000000E-02,2.47348000000E-01,2.37051000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
8.50089000000E-02,2.48477000000E-01,2.38234000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
9.00186000000E-02,2.48839000000E-01,2.38877000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
9.50126000000E-02,2.48733000000E-01,2.39059000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.00016000000E-01,2.49272000000E-01,2.39665000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.05013000000E-01,2.49904000000E-01,2.40439000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.10005000000E-01,2.50233000000E-01,2.41005000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.15014000000E-01,2.50918000000E-01,2.41765000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.20020000000E-01,2.51975000000E-01,2.42848000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.25015000000E-01,2.52611000000E-01,2.43689000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.30010000000E-01,2.52863000000E-01,2.44194000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.35001000000E-01,2.53437000000E-01,2.44866000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.40016000000E-01,2.54184000000E-01,2.45716000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.45009000000E-01,2.54598000000E-01,2.46327000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.50006000000E-01,2.54859000000E-01,2.46757000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.55012000000E-01,2.55405000000E-01,2.47386000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.60004000000E-01,2.55920000000E-01,2.48033000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.65007000000E-01,2.56094000000E-01,2.48408000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.70002000000E-01,2.56271000000E-01,2.48714000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.75020000000E-01,2.56779000000E-01,2.49218000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.80016000000E-01,2.57412000000E-01,2.49822000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.85015000000E-01,2.57881000000E-01,2.50336000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.90004000000E-01,2.58220000000E-01,2.50748000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
1.95004000000E-01,2.58602000000E-01,2.51195000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.00012000000E-01,2.59043000000E-01,2.51706000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.05005000000E-01,2.59181000000E-01,2.52002000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.10017000000E-01,2.58267000000E-01,2.51435000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.15009000000E-01,2.55831000000E-01,2.49514000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.20019000000E-01,2.51978000000E-01,2.46242000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.25006000000E-01,2.47118000000E-01,2.41957000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.30009000000E-01,2.41331000000E-01,2.36728000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.35012000000E-01,2.36367000000E-01,2.32145000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.40003000000E-01,2.28275000000E-01,2.24552000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.45011000000E-01,2.21245000000E-01,2.17894000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.50002000000E-01,2.14520000000E-01,2.11441000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.55003000000E-01,2.08460000000E-01,2.05552000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.60015000000E-01,2.03165000000E-01,2.00334000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.65009000000E-01,1.98337000000E-01,1.95559000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.70004000000E-01,1.93805000000E-01,1.91072000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.75001000000E-01,1.89566000000E-01,1.86862000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.80018000000E-01,1.85614000000E-01,1.82919000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.85000000000E-01,1.81989000000E-01,1.79283000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.90005000000E-01,1.78642000000E-01,1.75909000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
2.95012000000E-01,1.75548000000E-01,1.72773000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.00005000000E-01,1.72675000000E-01,1.69852000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.05002000000E-01,1.70002000000E-01,1.67133000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.10003000000E-01,1.67505000000E-01,1.64593000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.15010000000E-01,1.65164000000E-01,1.62215000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.20003000000E-01,1.62945000000E-01,1.59972000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.25001000000E-01,1.60830000000E-01,1.57841000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.30003000000E-01,1.58804000000E-01,1.55804000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.35010000000E-01,1.56898000000E-01,1.53886000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.40004000000E-01,1.55085000000E-01,1.52064000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.45001000000E-01,1.53336000000E-01,1.50311000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
3.50007000000E-01,1.51660000000E-01,1.48624000000E-01,1.20000000000E+00,1.00000000000E+00,1.00000000000E+00
-3.99979000000E-02,1.87374000000E-09,2.10799000000E-09,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
-3.49849000000E-02,1.63635000000E-02,1.46991000000E-02,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
-2.99380000000E-02,2.15598000000E-02,1.93668000000E-02,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
-2.49884000000E-02,4.46939000000E-02,3.74676000000E-02,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
-1.99504000000E-02,5.62588000000E-02,4.65137000000E-02,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
-1.49432000000E-02,6.47537000000E-02,5.35925000000E-02,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
-9.89319000000E-03,7.10670000000E-02,5.94786000000E-02,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
-4.90968000000E-03,8.71445000000E-02,7.28880000000E-02,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
7.92496000000E-05,1.13922000000E-01,9.71060000000E-02,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
5.07176000000E-03,1.39808000000E-01,1.22180000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
9.96441000000E-03,1.59292000000E-01,1.43054000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.00278000000E-02,1.59461000000E-01,1.43257000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.50010000000E-02,1.73576000000E-01,1.59779000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.00187000000E-02,1.85158000000E-01,1.73138000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.50155000000E-02,1.99750000000E-01,1.87063000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.00289000000E-02,2.15959000000E-01,2.01433000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.50091000000E-02,2.27532000000E-01,2.12605000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
4.00273000000E-02,2.29251000000E-01,2.16433000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
4.50087000000E-02,2.31841000000E-01,2.19436000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
5.00012000000E-02,2.35336000000E-01,2.22854000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
5.50126000000E-02,2.38492000000E-01,2.26126000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
6.00007000000E-02,2.36729000000E-01,2.25328000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
6.50030000000E-02,2.40966000000E-01,2.29300000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
7.00164000000E-02,2.41741000000E-01,2.30890000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
7.50029000000E-02,2.41414000000E-01,2.31063000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
8.00195000000E-02,2.42193000000E-01,2.31818000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
8.50045000000E-02,2.43294000000E-01,2.32943000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
9.00206000000E-02,2.43674000000E-01,2.33608000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
9.50024000000E-02,2.43509000000E-01,2.33773000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.00011000000E-01,2.43852000000E-01,2.34145000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.05010000000E-01,2.44609000000E-01,2.35058000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.10013000000E-01,2.44868000000E-01,2.35562000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.15013000000E-01,2.45106000000E-01,2.35925000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.20012000000E-01,2.46580000000E-01,2.37338000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.25020000000E-01,2.47316000000E-01,2.38241000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.30005000000E-01,2.47543000000E-01,2.38737000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.35011000000E-01,2.48022000000E-01,2.39335000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.40015000000E-01,2.48824000000E-01,2.40202000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.45014000000E-01,2.49321000000E-01,2.40871000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.50000000000E-01,2.49530000000E-01,2.41275000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.55015000000E-01,2.50004000000E-01,2.41840000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.60008000000E-01,2.50606000000E-01,2.42540000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.65020000000E-01,2.50896000000E-01,2.43007000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.70017000000E-01,2.51009000000E-01,2.43294000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.75001000000E-01,2.51386000000E-01,2.43730000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.80018000000E-01,2.51979000000E-01,2.44324000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.85005000000E-01,2.52476000000E-01,2.44847000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.90003000000E-01,2.52771000000E-01,2.45225000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
1.95018000000E-01,2.53064000000E-01,2.45586000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.00015000000E-01,2.53367000000E-01,2.45922000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.05003000000E-01,2.53696000000E-01,2.46383000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.10003000000E-01,2.52956000000E-01,2.45959000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.15015000000E-01,2.50569000000E-01,2.44107000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.20017000000E-01,2.46708000000E-01,2.40856000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.25011000000E-01,2.41974000000E-01,2.36683000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.30018000000E-01,2.36492000000E-01,2.31738000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.35018000000E-01,2.30330000000E-01,2.26069000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.40012000000E-01,2.25085000000E-01,2.21176000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.45003000000E-01,2.16871000000E-01,2.13432000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.50011000000E-01,2.10350000000E-01,2.07198000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.55017000000E-01,2.04596000000E-01,2.01604000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.60005000000E-01,1.99448000000E-01,1.96562000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.65012000000E-01,1.94655000000E-01,1.91860000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.70002000000E-01,1.90196000000E-01,1.87477000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.75012000000E-01,1.86021000000E-01,1.83355000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.80006000000E-01,1.82158000000E-01,1.79518000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.85002000000E-01,1.78579000000E-01,1.75946000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.90000000000E-01,1.75276000000E-01,1.72633000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
2.95002000000E-01,1.72238000000E-01,1.69568000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.00006000000E-01,1.69421000000E-01,1.66715000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.05013000000E-01,1.66810000000E-01,1.64061000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.10007000000E-01,1.64380000000E-01,1.61582000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.15007000000E-01,1.62105000000E-01,1.59262000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.20013000000E-01,1.59953000000E-01,1.57072000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.25009000000E-01,1.57903000000E-01,1.54998000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.30011000000E-01,1.55940000000E-01,1.53022000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.35003000000E-01,1.54063000000E-01,1.51136000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.40003000000E-01,1.52264000000E-01,1.49326000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.45011000000E-01,1.50556000000E-01,1.47611000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
3.50008000000E-01,1.48939000000E-01,1.45992000000E-01,1.25000000000E+00,1.00000000000E+00,1.00000000000E+00
-3.99979000000E-02,1.87838000000E-09,2.11314000000E-09,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
-3.49538000000E-02,1.82778000000E-02,1.73499000000E-02,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
-2.98799000000E-02,3.60113000000E-02,3.09748000000E-02,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
-2.49377000000E-02,5.10458000000E-02,4.24399000000E-02,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
-1.99692000000E-02,6.30657000000E-02,5.19694000000E-02,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
-1.49329000000E-02,7.12137000000E-02,5.93913000000E-02,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
-9.95156000000E-03,7.71389000000E-02,6.54912000000E-02,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
-4.99652000000E-03,9.37302000000E-02,7.96414000000E-02,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.04004000000E-04,1.21026000000E-01,1.05073000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
5.03828000000E-03,1.45455000000E-01,1.31045000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.00302000000E-02,1.64234000000E-01,1.53991000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.50270000000E-02,1.78960000000E-01,1.72709000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
2.00158000000E-02,1.93803000000E-01,1.88397000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
2.50195000000E-02,2.13052000000E-01,2.05340000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
2.72464000000E-02,2.24838000000E-01,2.14919000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
3.00136000000E-02,2.31302000000E-01,2.21390000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
3.50186000000E-02,2.40129000000E-01,2.32101000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
4.00172000000E-02,2.40730000000E-01,2.34707000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
4.50250000000E-02,2.44062000000E-01,2.38371000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
5.00030000000E-02,2.48789000000E-01,2.42989000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
5.50021000000E-02,2.50201000000E-01,2.45297000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
6.00181000000E-02,2.51806000000E-01,2.46624000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
6.50176000000E-02,2.56416000000E-01,2.50965000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
7.00109000000E-02,2.56668000000E-01,2.51402000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
7.50177000000E-02,2.56724000000E-01,2.51323000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
8.00232000000E-02,2.57849000000E-01,2.52159000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
8.50175000000E-02,2.59341000000E-01,2.53522000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
9.00115000000E-02,2.59489000000E-01,2.53805000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
9.50086000000E-02,2.59468000000E-01,2.53908000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.00013000000E-01,2.60242000000E-01,2.54575000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.05020000000E-01,2.60625000000E-01,2.55097000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.10008000000E-01,2.60950000000E-01,2.55565000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.15014000000E-01,2.61839000000E-01,2.56448000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.20013000000E-01,2.62775000000E-01,2.57394000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.25006000000E-01,2.63276000000E-01,2.58054000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.30003000000E-01,2.63795000000E-01,2.58705000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.35010000000E-01,2.64497000000E-01,2.59466000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.40003000000E-01,2.65080000000E-01,2.60150000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.45014000000E-01,2.65566000000E-01,2.60745000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.50007000000E-01,2.66160000000E-01,2.61389000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.55006000000E-01,2.66866000000E-01,2.62101000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.60018000000E-01,2.67463000000E-01,2.62688000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.65015000000E-01,2.67970000000E-01,2.63152000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.70016000000E-01,2.68530000000E-01,2.63647000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.75002000000E-01,2.69192000000E-01,2.64258000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.80001000000E-01,2.69786000000E-01,2.64872000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
1.85012000000E-01,2.70223000000E-01,2.65390000000E-01,1.00000000000E+00,8.00000000000E-01,1.00000000000E+00
