-3.999790000000000290e-02,1.877899999999999895e-09,2.112650000000000144e-09
-3.490220000000000128e-02,2.637099999999999861e-02,2.116480000000000097e-02
-2.992389999999999980e-02,4.120150000000000201e-02,3.440680000000000127e-02
-2.496769999999999892e-02,5.528990000000000293e-02,4.616989999999999983e-02
-1.991590000000000027e-02,6.722359999999999447e-02,5.609680000000000222e-02
-1.493120000000000037e-02,7.618610000000000659e-02,6.374259999999999649e-02
-9.950779999999999348e-03,8.316619999999999568e-02,6.993299999999999517e-02
-4.906530000000000093e-03,1.045829999999999954e-01,8.743620000000000558e-02
3.627780000000000018e-05,1.360850000000000115e-01,1.148259999999999975e-01
5.025579999999999978e-03,1.647099999999999953e-01,1.413770000000000027e-01
1.000020000000000076e-02,1.855690000000000117e-01,1.622059999999999891e-01
1.501860000000000001e-02,2.016120000000000134e-01,1.789090000000000125e-01
2.000829999999999970e-02,2.182790000000000008e-01,1.948630000000000084e-01
2.501789999999999917e-02,2.357819999999999916e-01,2.109189999999999954e-01
3.001940000000000164e-02,2.490559999999999996e-01,2.230209999999999970e-01
3.502149999999999708e-02,2.567740000000000022e-01,2.325639999999999930e-01
3.564160000000000245e-02,2.569870000000000210e-01,2.329630000000000034e-01
4.001539999999999958e-02,2.608469999999999955e-01,2.372779999999999889e-01
4.501709999999999740e-02,2.645379999999999954e-01,2.411490000000000022e-01
5.002469999999999833e-02,2.679289999999999727e-01,2.447830000000000006e-01
5.501729999999999815e-02,2.683929999999999927e-01,2.459919999999999884e-01
6.001100000000000184e-02,2.705429999999999779e-01,2.488309999999999966e-01
6.500050000000000272e-02,2.705549999999999899e-01,2.501809999999999867e-01
7.001630000000000353e-02,2.710440000000000071e-01,2.513690000000000091e-01
7.500869999999999760e-02,2.714380000000000126e-01,2.522760000000000002e-01
8.000450000000000617e-02,2.720920000000000005e-01,2.533900000000000041e-01
8.501450000000000673e-02,2.725790000000000157e-01,2.544199999999999795e-01
9.001570000000000404e-02,2.727870000000000017e-01,2.551619999999999999e-01
9.501719999999999611e-02,2.730339999999999989e-01,2.558670000000000111e-01
1.000079999999999997e-01,2.735839999999999939e-01,2.568019999999999747e-01
1.050040000000000001e-01,2.739730000000000221e-01,2.576450000000000129e-01
1.100069999999999937e-01,2.743880000000000208e-01,2.584719999999999795e-01
1.150179999999999952e-01,2.749389999999999890e-01,2.593750000000000222e-01
1.200060000000000016e-01,2.753349999999999964e-01,2.601870000000000016e-01
1.250090000000000090e-01,2.756770000000000054e-01,2.609219999999999873e-01
1.300080000000000124e-01,2.759849999999999803e-01,2.616040000000000032e-01
1.350079999999999891e-01,2.762930000000000108e-01,2.622820000000000151e-01
1.400049999999999906e-01,2.765119999999999800e-01,2.628469999999999973e-01
1.450140000000000040e-01,2.767740000000000200e-01,2.634090000000000042e-01
1.500110000000000054e-01,2.770730000000000137e-01,2.639639999999999764e-01
1.550060000000000049e-01,2.773430000000000062e-01,2.644320000000000004e-01
1.600149999999999906e-01,2.776919999999999944e-01,2.648989999999999956e-01
1.650079999999999880e-01,2.780239999999999934e-01,2.653599999999999848e-01
1.700190000000000035e-01,2.782689999999999886e-01,2.657590000000000230e-01
1.750089999999999979e-01,2.784619999999999873e-01,2.661319999999999797e-01
1.800059999999999993e-01,2.786730000000000040e-01,2.665460000000000051e-01
